Id,Name,Birthdate,Handedness,School,Draft,Year,Team,Age,Pos.,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
14777,권동진,1998년 09월 12일,우투좌타,제주신광초-세광중-세광고-원광대,21 KT 2차 1라운드 5순위,2025,KT,27,SS,123,0.52,-0.11,309,303,271,34,61,12,3,1,82,25,3,1,30,1,0,91,8,6,1,0.225,0.304,0.303,0.607,0.084,68.4,0.4
14778,유준규,2002년 08월 16일,우투좌타,군산신풍초-군산중-군산상고,21 KT 2차 3라운드 25순위,2025,KT,23,LF,35,-0.03,-0.09,41,41,34,13,4,2,0,0,6,3,2,1,7,0,0,13,0,0,0,0.118,0.268,0.176,0.444,0.046,38.7,-0.12
14779,김건형,1996년 07월 12일,우투좌타,Lesbois(중)-Timberline(고)-Boise State(대),21 KT 2차 8라운드 75순위,2025,KT,29,LF,2,-0.02,-0.06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-132.8,-0.08
14783,이영빈,2002년 06월 17일,우투좌타,대전중구-충남중-세광고,21 LG 2차 1라운드 7순위,2025,LG,23,2B,44,-0.06,-0.08,75,74,72,12,15,1,1,3,27,9,1,0,1,0,0,35,1,1,1,0.208,0.216,0.375,0.591,0.051,42.3,-0.14
14785,김휘집,2002년 01월 01일,우투우타,양목초-대치중-신일고,21 키움 2차 1라운드 9순위,2025,NC,23,3B,142,2.78,0.09,500,498,429,64,107,18,2,17,180,56,10,2,40,27,0,89,9,2,2,0.249,0.349,0.42,0.769,0.138,112.3,2.87
14796,손성빈,2002년 01월 14일,우투우타,희망대초-신흥중-장안고,21 롯데 1차,2025,롯데,23,C,51,-0.42,0.22,69,67,62,6,9,0,0,1,12,3,0,0,4,1,0,20,1,2,0,0.145,0.209,0.194,0.403,0.002,1.7,-0.2
14797,나승엽,2002년 02월 15일,우투좌타,남정초-선린중-덕수고,21 롯데 2차 2라운드 11순위,2025,롯데,23,1B,105,0.66,-0.73,392,388,328,40,75,12,2,9,118,44,0,0,55,5,2,65,10,3,1,0.229,0.347,0.36,0.707,0.125,99.8,-0.07
14806,조형우,2002년 04월 04일,우투우타,송정동초-무등중-광주제일고,21 SK 2차 1라운드 8순위,2025,SSG,23,C,102,0.44,0.14,294,293,269,23,64,8,0,4,84,29,0,0,19,3,0,64,5,1,2,0.238,0.294,0.312,0.606,0.076,61.5,0.59
14807,고명준,2002년 07월 08일,우투우타,서원초-세광중-세광고,21 SK 2차 2라운드 18순위,2025,SSG,23,1B,130,0.07,0.72,500,500,471,46,131,20,1,17,204,64,2,0,20,2,1,99,12,0,7,0.278,0.306,0.433,0.739,0.112,90.8,0.79
14811,장규현,2002년 06월 28일,우투좌타,인천남-동인천중-인천고,21 한화 2차 4라운드 32순위,2025,한화,23,C,2,0.11,0.01,2,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0.582,478.3,0.11
14829,김정호,1998년 07월 13일,우투우타,옥산초-경복중-포철고-성균관대,21 NC 2차 8라운드 76순위,2025,NC,27,C,8,0.19,0.06,11,10,9,3,4,0,0,0,4,0,0,0,0,1,0,4,0,1,0,0.444,0.5,0.444,0.944,0.207,161.4,0.26
14838,박성재,2002년 11월 18일,우투우타,개성중-부산고,21 두산 2차 8라운드 80순위,2025,두산,23,1B,6,-0.17,0.08,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-0.17,-143.3,-0.09
14855,이주형,2002년 07월 05일,좌투좌타,매송중-야탑고,21 키움 2차 4라운드 39순위,2025,키움,23,DH,11,0.12,-0.01,17,17,16,2,5,0,0,0,5,2,0,0,1,0,0,7,0,0,0,0.313,0.353,0.313,0.666,0.102,91.3,0.11
14866,이창용,1999년 06월 03일,우투우타,노원-청량중-신흥고-강릉영동대,21 삼성 2차 8라운드 73순위,2025,삼성,26,DH,11,0.09,-0.16,17,17,15,2,3,1,0,1,7,2,1,0,2,0,0,8,0,0,0,0.2,0.294,0.467,0.761,0.128,97.9,-0.07
14870,최성민,2002년 07월 05일,좌투좌타,송정동초-무등중-광주동성고,21 KT 2차 6라운드 55순위,2025,KT,23,RF,32,-0.29,0.16,21,20,19,3,2,0,0,0,2,2,1,0,1,0,0,5,0,1,0,0.105,0.15,0.105,0.255,-0.056,-45.5,-0.13
15004,푸이그,1990년 12월 07일,우투우타,쿠바 EIEFD(대),22 키움 자유선발,2025,키움,35,LF,40,-0.14,-0.23,172,172,156,17,33,2,0,6,53,20,0,0,12,4,0,38,1,0,0,0.212,0.285,0.34,0.625,0.082,74.5,-0.37
15015,허인서,2003년 07월 11일,우투우타,순천북초-여수중-효천고,22 한화 2차 2라운드 11순위,2025,한화,22,C,20,-0.23,0.12,30,30,29,2,5,1,0,0,6,2,0,0,0,1,0,12,1,0,0,0.172,0.2,0.207,0.407,-0.007,-6.1,-0.11
15030,김태윤,2003년 02월 28일,우투좌타,하남-배명중-배명고,22 SSG 2차 7라운드 62순위,2025,SSG,22,3B,8,0.08,0.03,4,4,2,0,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0.5,0.75,0.5,1.25,0.387,352,0.11
15034,이재현,2003년 02월 04일,우투우타,서울이수초-선린중-서울고,22 삼성 1차,2025,삼성,22,SS,139,4.49,0.63,555,544,457,82,116,29,1,16,195,67,6,1,69,11,1,119,8,10,8,0.254,0.36,0.427,0.787,0.146,113.9,5.13
15035,김영웅,2003년 08월 24일,우투좌타,공주중동초-야로중-물금고,22 삼성 2차 1라운드 3순위,2025,삼성,22,3B,125,2.03,0.79,499,497,446,66,111,22,2,22,203,72,6,2,48,2,3,143,6,0,3,0.249,0.323,0.455,0.778,0.132,102.8,2.82
15036,김재혁,1999년 12월 26일,우투우타,제주남초-제주제일중-제주고-동아대,22 삼성 2차 2라운드 13순위,2025,삼성,26,CF,8,-0.02,-0.24,4,4,3,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0.25,0,0.25,0.011,8.6,-0.26
15046,조세진,2003년 11월 21일,우투우타,성남중원-선린중-서울고,22 롯데 2차 1라운드 4순위,2025,롯데,22,CF,12,-0.01,-0.1,9,9,7,1,1,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0.143,0.333,0.143,0.476,0.078,59,-0.11
15048,윤동희,2003년 09월 18일,우투우타,현산초-대원중-야탑고,22 롯데 2차 3라운드 24순위,2025,롯데,22,RF,97,2.57,0.56,399,396,330,54,93,21,1,9,143,53,4,2,49,11,2,65,12,3,6,0.282,0.386,0.433,0.819,0.159,128.9,3.14
15051,한태양,2003년 09월 15일,우투우타,역삼초-언북중-덕수고,22 롯데 2차 6라운드 54순위,2025,롯데,22,2B,108,1.68,-0.15,267,264,230,42,63,14,2,2,87,22,3,2,32,2,0,69,3,3,0,0.274,0.367,0.378,0.745,0.139,113.3,1.52
15056,김도영,2003년 10월 02일,우투우타,광주대성초-광주동성중-광주동성고,22 KIA 1차,2025,KIA,22,3B,30,1.11,0.22,122,121,110,20,34,9,0,7,64,27,3,0,10,0,1,23,3,0,2,0.309,0.361,0.582,0.943,0.181,152.4,1.33
15058,윤도현,2003년 05월 07일,우투우타,광주화정초-무등중-광주제일고,22 KIA 2차 2라운드 15순위,2025,KIA,22,2B,40,1,-0.62,160,158,149,24,41,7,2,6,70,17,2,1,8,1,0,36,1,2,0,0.275,0.316,0.47,0.786,0.133,112,0.38
15081,이주헌,2003년 03월 04일,우투우타,서울이수초-성남중-성남고,22 LG 2차 3라운드 27순위,2025,LG,22,C,76,1.03,-0.39,156,154,128,22,28,3,0,4,43,9,0,0,18,8,0,30,2,2,0,0.219,0.351,0.336,0.687,0.121,104.4,0.65
15084,최원영,2003년 07월 18일,우투우타,수영초-사직중-부산고,22 LG 2차 6라운드 57순위,2025,LG,22,LF,119,0.15,0.62,115,112,103,37,29,5,0,0,34,2,8,4,4,4,0,20,4,3,1,0.282,0.33,0.33,0.66,0.095,81.9,0.77
15085,김성우,2003년 11월 15일,우투우타,성동초-건대부중-배재고,22 LG 2차 7라운드 67순위,2025,LG,22,C,7,-0.04,-0.01,5,5,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,-0.014,-12.7,-0.04
15086,문정빈,2003년 08월 15일,우투우타,가동초-잠신중-서울고,22 LG 2차 8라운드 77순위,2025,LG,22,3B,21,-0.05,0.16,33,33,30,5,5,0,0,2,11,4,0,0,1,2,0,11,0,0,0,0.167,0.242,0.367,0.609,0.067,57.2,0.11
15092,안현민,2003년 08월 22일,우투우타,김해-개성중-마산고,22 KT 2차 4라운드 38순위,2025,KT,22,RF,112,6.63,0.14,482,478,395,72,132,19,4,22,225,80,7,1,75,9,5,72,4,0,3,0.334,0.448,0.57,1.018,0.226,182.7,6.77
15097,김병준,2003년 07월 03일,우투좌타,안산-안산중앙중-유신고,22 KT 2차 9라운드 88순위,2025,KT,22,LF,9,-0.05,0.01,5,5,5,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,-0.014,-10.9,-0.04
15100,김동준,2002년 09월 04일,좌투좌타,군산신풍초-군산중-군산상고,22 두산 2차 1라운드 9순위,2025,두산,23,DH,36,-0.26,-0.39,100,99,93,8,22,3,0,2,31,10,1,1,5,1,0,30,2,1,0,0.237,0.283,0.333,0.616,0.075,62.4,-0.65
15121,석정우,1999년 01월 20일,우투우타,동일초-경남중-경남고-연세대,22 SSG 육성선수,2025,SSG,26,3B,27,0.29,-0.47,54,54,49,3,13,1,0,2,20,4,0,0,4,1,0,18,1,0,0,0.265,0.333,0.408,0.741,0.125,100,-0.18
15122,임근우,1999년 07월 22일,우투우타,도곡초-휘문중-휘문고-홍익대,22 SSG 육성선수,2025,SSG,26,RF,3,-0.13,0.1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.17,-139,-0.03
15128,천현재,1999년 07월 05일,우투좌타,부산남구-신정중-부경고-성균관대,22 두산 육성선수,2025,두산,26,CF,3,-0.2,-0.02,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.17,-151,-0.21
15132,박수종,1999년 02월 25일,우투우타,도신초-강남중-충암고-경성대,22 키움 육성선수,2025,키움,26,CF,38,-0.28,0.16,45,45,42,6,6,0,0,1,9,2,1,0,3,0,0,12,0,0,0,0.143,0.2,0.214,0.414,0.004,3.3,-0.12
15139,이상혁,2001년 09월 14일,우투좌타,군포-수원북중-장안고-강릉영동대,22 한화 육성선수,2025,한화,24,RF,39,-0.1,-0.2,12,11,10,14,2,1,0,0,3,2,3,4,0,1,0,3,0,1,0,0.2,0.273,0.3,0.573,0.06,51.3,-0.3
15253,김민석,2004년 05월 09일,우투좌타,신도초-휘문고,23 롯데 1라운드 3순위,2025,두산,21,LF,95,-0.8,-0.51,247,244,228,21,52,7,3,1,68,21,3,2,12,2,1,62,3,2,3,0.228,0.269,0.298,0.567,0.056,49.1,-1.31
15422,문현빈,2004년 04월 20일,우투좌타,유천초-온양중-북일고,23 한화 2라운드 11순위,2025,한화,21,LF,141,3.1,-0.69,592,585,528,71,169,30,2,12,239,80,17,6,38,10,2,82,11,5,11,0.32,0.37,0.453,0.823,0.149,124.2,2.42
15433,정해원,2004년 05월 21일,우투우타,신광초-덕수중-휘문고,23 KIA 3라운드 22순위,2025,KIA,21,RF,24,-0.57,0.18,46,46,40,5,3,0,0,0,3,0,0,0,5,1,0,14,4,0,0,0.075,0.196,0.075,0.271,-0.026,-22.6,-0.39
15451,박한결,2004년 04월 26일,우투우타,본리초-경복중-경북고,23 NC 2라운드 14순위,2025,NC,21,LF,8,0.02,-0.07,19,19,17,2,2,0,0,2,8,3,0,0,2,0,0,8,0,0,0,0.118,0.211,0.471,0.682,0.089,72,-0.05
15472,김건희,2004년 11월 07일,우투우타,대전신흥초-온양중-원주고,23 키움 1라운드 6순위,2025,키움,21,C,105,0.35,-0.05,344,337,322,24,78,20,2,3,111,25,2,1,13,0,0,102,10,7,2,0.242,0.27,0.345,0.615,0.07,63,0.3
15473,김동헌,2004년 07월 15일,우투우타,영등포-충암중-충암고,23 키움 2라운드 12순위,2025,키움,21,C,49,0.21,0.19,91,91,82,8,22,3,0,0,25,8,0,0,7,1,0,23,0,0,1,0.268,0.33,0.305,0.635,0.092,81.8,0.4
15476,이승원,2004년 07월 02일,우투우타,노원-상명중-덕수고,23 키움 4라운드 36순위,2025,키움,21,3B,1,-0.04,-0.08,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-151,-0.12
15483,서유신,2000년 08월 17일,우투우타,광주수창초-충장중-화순고-원광대,23 키움 11라운드 106순위,2025,키움,25,2B,6,-0.13,-0.05,8,8,7,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0.125,0,0.125,-0.079,-78.4,-0.18
15507,박진우,2003년 10월 14일,우투우타,대전중구-현도중-청주고,23 삼성 11라운드 108순위,2025,삼성,22,C,1,-0.02,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-139.5,-0.02
15515,박민준,2002년 10월 21일,우투우타,마산동중-용마고-동강대,23 두산 8라운드 79순위,2025,두산,23,C,7,-0.04,-0.08,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.17,-142.3,-0.12
15530,에레디아,1991년 01월 31일,좌투우타,-,23 SSG 자유선발,2025,SSG,34,LF,96,2.95,0.59,415,412,375,46,127,18,0,13,184,54,1,2,31,7,4,62,9,0,2,0.339,0.398,0.491,0.889,0.173,141,3.54
15532,오스틴,1993년 10월 14일,우투우타,-,23 LG 자유선발,2025,LG,32,1B,116,5.11,-0.25,499,494,425,82,133,25,1,31,253,95,3,0,61,2,7,62,11,0,11,0.313,0.393,0.595,0.988,0.199,171.6,4.86
15645,김동혁,2000년 09월 15일,좌투좌타,서화초-상인천중-제물포고-강릉영동대,22 롯데 2차 7라운드 64순위,2025,롯데,25,CF,93,0.32,0.5,114,110,89,19,20,4,1,0,26,6,13,4,18,3,0,26,3,4,0,0.225,0.373,0.292,0.665,0.126,100.7,0.83
15875,양도근,2003년 02월 06일,우투우타,동막초-상인천중-장안고-강릉영동대,24 삼성 육성선수,2025,삼성,22,2B,116,0.56,0.76,198,187,166,23,43,5,0,0,48,16,5,1,18,2,0,41,3,11,1,0.259,0.337,0.289,0.626,0.095,74.2,1.32
16013,김현종,2004년 08월 04일,우투우타,상인천초-동인천중-인천고,24 LG 2라운드 18순위,2025,LG,21,LF,10,0.1,-0.07,6,6,5,3,2,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0.4,0.5,0.6,1.1,0.264,231.7,0.03
16014,손용준,2000년 02월 15일,우투우타,김해-김해내동중-김해고-동원과학기술대,24 LG 3라운드 28순위,2025,LG,25,DH,9,-0.11,-0.02,16,16,15,3,3,0,0,0,3,1,1,0,0,1,0,5,2,0,0,0.2,0.25,0.2,0.45,0.017,15.6,-0.13
16038,박지환,2005년 07월 12일,우투우타,군산남초-군산중-세광고,24 SSG 1라운드 10순위,2025,SSG,20,3B,31,-0.64,-0.31,68,65,60,3,9,0,0,0,9,4,0,1,4,0,0,19,1,3,1,0.15,0.2,0.15,0.35,-0.017,-14.2,-0.95
16039,이승민,2005년 01월 06일,좌투좌타,도곡초-휘문중-휘문고,24 SSG 2라운드 20순위,2025,SSG,20,DH,2,-0.06,0,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,-0.014,-11.4,-0.06
16042,정준재,2003년 01월 03일,우투좌타,상인천초-동인천중-강릉고-동국대,24 SSG 5라운드 50순위,2025,SSG,22,2B,132,1.67,0.17,442,426,371,58,91,10,3,0,107,25,37,8,51,3,0,93,4,16,1,0.245,0.34,0.288,0.628,0.101,81.7,1.84
16043,정현승,2001년 10월 24일,좌투좌타,현산초-부천중-덕수고,24 SSG 6라운드 60순위,2025,SSG,24,RF,3,0.08,-0.06,2,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,1.5,0.38,376,0.01
16061,고승완,2001년 03월 15일,우투좌타,광주대성초-무등중-광주동성고-연세대,24 NC 9라운드 85순위,2025,NC,24,DH,17,-0.06,-0.12,11,11,10,5,2,0,0,0,2,0,2,1,1,0,0,5,0,0,0,0.2,0.273,0.2,0.473,0.038,31.7,-0.18
16066,데이비슨,1991년 03월 26일,우투우타,-,24 NC 자유선발,2025,NC,34,1B,112,3.1,-0.38,439,439,386,63,113,18,0,36,239,97,1,0,31,8,1,118,10,0,14,0.293,0.346,0.619,0.965,0.184,149,2.72
16068,여동건,2005년 08월 04일,우투우타,가동초-자양중-서울고,24 두산 2라운드 12순위,2025,두산,20,2B,19,-0.26,0.3,21,21,19,6,2,0,0,0,2,2,0,1,2,0,0,2,1,0,0,0.105,0.19,0.105,0.295,-0.027,-23.9,0.03
16069,임종성,2005년 03월 03일,우투우타,본리초-대구중-경북고,24 두산 3라운드 22순위,2025,두산,20,3B,33,0.27,0.38,89,88,83,7,23,4,0,2,33,11,1,0,3,1,0,26,1,1,1,0.277,0.307,0.398,0.705,0.102,86.8,0.65
16072,전다민,2001년 08월 21일,우투좌타,길동초-청원중-설악고-강릉영동대,24 두산 6라운드 52순위,2025,두산,24,LF,22,-0.17,-0.14,12,12,12,5,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0.083,0.083,0.083,0.166,-0.105,-88.6,-0.31
16076,류현준,2005년 03월 25일,우투우타,송파구-배재중-신일고,24 두산 10라운드 92순위,2025,두산,20,C,17,-0.26,-0.06,22,22,22,2,3,0,0,0,3,1,0,0,0,0,0,6,1,0,0,0.136,0.136,0.136,0.272,-0.063,-53.5,-0.32
16091,이호준,2004년 03월 20일,우투좌타,대구옥산초-경운중-상원고,24 롯데 3라운드 23순위,2025,롯데,21,SS,99,1.01,-0.21,153,150,132,20,32,7,4,3,56,23,1,0,14,3,0,33,3,3,1,0.242,0.327,0.424,0.751,0.13,105.1,0.8
16102,강승구,2003년 10월 19일,우투우타,동막초-상인천중-제물포고-강릉영동대,24 롯데 육성선수,2025,롯데,22,C,1,-0.02,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-129.6,-0.01
16106,레이예스,1994년 10월 05일,우투양타,-,24 롯데 자유선발,2025,롯데,31,LF,144,3.63,-0.42,643,627,573,75,187,44,1,13,272,107,7,1,58,3,17,66,25,0,9,0.326,0.386,0.475,0.861,0.156,124.8,3.21
16110,황영묵,1999년 10월 16일,우투좌타,수진초-성일중-충훈고,24 한화 4라운드 31순위,2025,한화,26,2B,117,0.86,-0.44,286,283,260,40,71,17,1,1,93,22,1,3,20,2,0,37,4,2,1,0.273,0.329,0.358,0.687,0.106,87.8,0.42
16124,이재상,2005년 04월 17일,우투우타,갈산초-성남중-성남고,24 키움 2라운드 16순위,2025,키움,20,SS,2,0.04,-0.13,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1,0.22,156.2,-0.09
16128,고영우,2001년 06월 21일,우투우타,부산사상구-대동중-경남고-성균관대,24 키움 4라운드 39순위,2025,키움,24,2B,14,-0.13,-0.3,26,25,23,4,5,1,0,0,6,2,0,0,2,0,0,6,2,1,0,0.217,0.28,0.261,0.541,0.057,51.4,-0.43
16130,송지후,2005년 01월 08일,우투우타,광주수창초-진흥중-광주제일고,24 키움 6라운드 59순위,2025,키움,20,2B,33,-0.58,0.24,86,86,80,5,14,3,0,1,20,8,0,1,3,2,0,18,3,0,1,0.175,0.221,0.25,0.471,0.02,18.2,-0.34
16136,원성준,2000년 03월 31일,우투좌타,고명초-서울이수중-경기고-성균관대,24 키움 육성선수,2025,키움,25,LF,24,0.01,-0.03,53,53,46,5,8,1,0,2,15,4,0,0,7,0,0,18,1,0,0,0.174,0.283,0.326,0.609,0.085,78.7,-0.03
16156,카디네스,1997년 10월 10일,우투우타,-,24 삼성 자유선발,2025,키움,28,DH,86,0.37,-0.6,361,360,320,33,81,15,1,7,119,42,1,2,32,6,2,67,7,0,3,0.253,0.33,0.372,0.702,0.111,99.7,-0.23
16162,디아즈,1996년 11월 19일,좌투좌타,-,24 삼성 자유선발,2025,삼성,29,1B,144,4.81,0.99,628,621,551,93,173,32,0,50,355,158,1,0,60,6,10,100,15,0,11,0.314,0.381,0.644,1.025,0.205,159.7,5.8
16240,심재훈,2006년 03월 03일,우투우타,삼일초-평촌중-유신고,25 삼성 2라운드 13순위,2025,삼성,19,2B,31,-0.16,0.01,43,42,38,8,7,0,0,0,7,2,3,1,4,0,0,13,0,1,0,0.184,0.262,0.184,0.446,0.029,22.7,-0.15
16241,차승준,2006년 11월 20일,우투좌타,무학초-신월중-용마고,25 삼성 3라운드 23순위,2025,삼성,19,3B,1,-0.02,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-147.8,-0.02
16242,함수호,2006년 03월 10일,좌투좌타,구미-경복중-상원고,25 삼성 4라운드 33순위,2025,삼성,19,LF,6,-0.14,0.07,14,14,14,1,3,0,0,0,3,1,0,0,0,0,0,6,0,0,0,0.214,0.214,0.214,0.428,-0.003,-2.2,-0.07
16252,박재현,2006년 12월 08일,우투좌타,동막초-재능중-인천고,25 KIA 3라운드 25순위,2025,KIA,19,CF,58,-0.89,-0.6,69,69,62,11,5,1,0,0,6,3,4,3,6,0,0,26,0,0,1,0.081,0.159,0.097,0.256,-0.046,-38.5,-1.49
16260,박헌,2006년 01월 05일,좌투좌타,광주수창초-충장중-광주제일고,25 KIA 11라운드 105순위,2025,KIA,19,RF,8,-0.14,-0.06,14,14,12,0,1,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0.083,0.214,0.083,0.297,-0.016,-14,-0.2
16262,위즈덤,1991년 08월 27일,우투우타,-,25 KIA 자유선발,2025,KIA,34,1B,119,3.48,0.02,486,485,424,73,100,20,1,35,227,85,3,0,52,4,2,142,9,0,6,0.236,0.321,0.535,0.856,0.155,131.4,3.49
16266,박재엽,2006년 01월 23일,우투우타,대연초-개성중-부산고,25 롯데 4라운드 34순위,2025,롯데,19,C,9,0.28,-0.05,16,16,14,2,4,1,0,1,8,3,0,0,2,0,0,5,0,0,0,0.286,0.375,0.571,0.946,0.195,148.3,0.22
16270,한승현,2006년 10월 29일,우투우타,강동구-건대부중-장충고,25 롯데 9라운드 84순위,2025,롯데,19,RF,19,-0.34,0.16,19,19,17,1,1,0,0,0,1,1,1,1,1,0,0,6,0,0,1,0.059,0.105,0.059,0.164,-0.091,-71.1,-0.18
16279,박관우,2006년 03월 22일,좌투좌타,경산-경운중-경북고,25 LG 5라운드 50순위,2025,LG,19,LF,39,0.18,-0.14,58,58,53,12,14,2,0,2,22,13,0,0,3,1,0,11,1,0,1,0.264,0.31,0.415,0.725,0.111,94.9,0.04
16287,박준순,2006년 07월 13일,우투우타,동대문-청량중-덕수고,25 두산 1라운드 6순위,2025,두산,19,3B,91,0.51,-0.56,298,295,282,34,80,11,2,4,107,19,10,2,10,1,1,56,6,2,3,0.284,0.307,0.379,0.686,0.096,82.2,-0.05
16291,이선우,2006년 04월 04일,우투좌타,일산서구-충암중-충암고,25 두산 5라운드 46순위,2025,두산,19,2B,10,-0.08,-0.04,11,11,11,0,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0.182,0.182,0.273,0.455,0.001,0.9,-0.12
16294,김성재,2006년 05월 16일,우투우타,남양주야놀유소년-청원중-선린고,25 두산 8라운드 76순위,2025,두산,19,C,1,-0.02,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,-133.6,-0.02
16300,케이브,1992년 12월 04일,좌투좌타,-,25 두산 자유선발,2025,두산,33,RF,136,4.02,0.28,593,592,538,72,161,28,6,16,249,87,17,1,43,4,1,116,7,0,8,0.299,0.351,0.463,0.814,0.146,125.4,4.3
16311,이민재,2004년 03월 07일,우투좌타,안산-안산중앙중-비봉고-동원과학기술대,25 한화 11라운드 102순위,2025,한화,21,RF,3,-0.11,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.17,-137.9,-0.12
16312,플로리얼,1997년 11월 25일,우투좌타,-,25 한화 자유선발,2025,한화,28,CF,65,1.68,0.1,285,285,258,36,70,18,2,8,116,29,13,3,24,1,2,65,2,0,2,0.271,0.333,0.45,0.783,0.134,111.5,1.78
16314,이율예,2006년 11월 21일,우투우타,함안-양산원동중-강릉고,25 SSG 1라운드 8순위,2025,SSG,19,C,8,0.13,-0.05,13,13,13,3,3,0,0,3,12,7,0,0,0,0,0,6,0,0,0,0.231,0.231,0.923,1.154,0.229,185,0.08
16321,홍대인,2001년 11월 23일,우투좌타,서원초-세광중-세광고-사이버한국외대,25 SSG 9라운드 88순위,2025,SSG,24,DH,14,-0.08,-0.16,5,5,5,3,1,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,-0.014,-11.7,-0.24
16327,염승원,2006년 03월 20일,우투좌타,고명초-휘문중-휘문고,25 키움 2라운드 11순위,2025,키움,19,2B,11,-0.14,0.03,21,21,19,2,4,0,0,0,4,1,0,0,1,0,0,6,0,0,1,0.211,0.238,0.211,0.449,0.013,11.9,-0.1
16328,어준서,2006년 11월 27일,우투좌타,수유초-자양중-경기고,25 키움 3라운드 21순위,2025,키움,19,SS,116,0.88,-1.69,360,357,324,48,77,9,1,6,106,27,1,0,30,2,1,75,10,3,1,0.238,0.305,0.327,0.632,0.088,78.4,-0.81
16329,여동욱,2005년 11월 10일,우투우타,남도초-경복중-상원고,25 키움 3라운드 27순위,2025,키움,20,3B,28,-0.25,-0.12,61,60,53,6,7,1,0,2,14,2,0,0,7,0,0,21,2,1,0,0.132,0.233,0.264,0.497,0.043,35.9,-0.37
16332,전태현,2006년 03월 02일,우투좌타,양덕초-마산동중-용마고,25 키움 5라운드 41순위,2025,키움,19,2B,77,-0.13,-0.1,207,204,182,20,42,5,0,0,47,10,4,0,20,0,0,59,2,3,2,0.231,0.304,0.258,0.562,0.07,61.9,-0.23
16333,양현종,2006년 08월 15일,우투우타,옥산초-경복중-대구고,25 키움 6라운드 51순위,2025,키움,19,3B,12,-0.17,-0.09,14,14,12,1,1,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0.083,0.214,0.083,0.297,-0.011,-10,-0.25
16334,권혁빈,2005년 11월 04일,우투우타,칠성초-경상중-대구고,25 키움 7라운드 61순위,2025,키움,20,2B,22,-0.22,-0.08,24,22,20,1,2,0,0,0,2,1,0,0,2,0,0,7,1,2,0,0.1,0.182,0.1,0.282,-0.033,-30.3,-0.3
16344,정현창,2006년 07월 14일,우투좌타,장유-신월중-부산공고,25 NC 7라운드 67순위,2025,NC,19,SS,4,-0.14,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.17,-147.2,-0.14
16344,정현창,2006년 07월 14일,우투좌타,장유-신월중-부산공고,25 NC 7라운드 67순위,2025,KIA,19,SS,12,0.15,0.08,15,15,13,4,5,0,0,0,5,0,0,1,2,0,0,4,0,0,0,0.385,0.467,0.385,0.852,0.187,160.1,0.23
